group_name,group_value,horizon,n,positive_rate,negative_rate,mean_car_sector_adj,median_car_sector_adj,std_car_sector_adj,stderr_car_sector_adj,mean_simple_sector_adj,median_simple_sector_adj,mean_abs_car_sector_adj
clinical_trial_readout_flag,true,1,34,0.35294117647058826,0.6470588235294118,-0.09279042876233803,-0.03819943053153034,0.2949816496836453,0.05058893556374836,-0.0560001486727628,-0.03747730694158463,0.17451212220600942
clinical_trial_readout_flag,false,1,33,0.48484848484848486,0.5151515151515151,-0.043448254890498875,-0.007594961095800743,0.30068721793808023,0.05234292607450106,-0.009043137122307313,-0.007566192257586479,0.12757934008575292
designation_only_flag,false,1,60,0.4,0.6,-0.07587418884654636,-0.014083090053836102,0.3123138449387318,0.04031954400792379,-0.036264930696422906,-0.013983604738822986,0.16426355252922473
designation_only_flag,true,1,7,0.5714285714285714,0.42857142857142855,-0.0051736655018822806,0.011458742339103024,0.056654102539732375,0.021413238010240667,-0.003790391160671734,0.01152464520787988,0.04110246086866912
event_direction_pre_price,negative,1,27,0.3333333333333333,0.6666666666666666,-0.15011479781431677,-0.06216973776430177,0.4035639365979717,0.07766591581002134,-0.08333742530987215,-0.06027663329014654,0.2126702026800412
event_direction_pre_price,positive,1,23,0.4782608695652174,0.5217391304347826,-0.030559811030992395,-0.011028876717090467,0.18415529292938487,0.03839903300067965,-0.01651974703223957,-0.010968281626119625,0.09475498164555969
event_direction_pre_price,mixed,1,17,0.47058823529411764,0.5294117647058824,0.009841659140789556,-0.0009561963143543163,0.17811669431362234,0.04319964378475985,0.025155063835175392,-0.0009557393043339024,0.13071001927206957
market_cap_bucket,mid_2b_10b,1,28,0.5,0.5,-0.005213101245323538,-0.004848786606259657,0.09447724074571456,0.017854520254909946,-0.0008151454869477612,-0.004811800066504779,0.0662830274739356
market_cap_bucket,small_300m_2b,1,24,0.2916666666666667,0.7083333333333334,-0.1119591334480401,-0.03590293644525325,0.35890145159443965,0.07326045202921444,-0.05553405355665445,-0.03516754006296641,0.21684647417236522
market_cap_bucket,large_gt_10b,1,8,0.5,0.5,0.01321604287414685,0.010784565893505545,0.2039482376348978,0.07210659092134084,0.03162849630078027,0.011083431293029022,0.14165139082109718
market_cap_bucket,micro_lt_300m,1,6,0.3333333333333333,0.6666666666666666,-0.3124882055528583,-0.05399181460347317,0.5892103383901495,0.2405441133714128,-0.1855711562684252,-0.05252845653850158,0.3227598605363979
market_cap_bucket,unknown,1,1,1.0,0.0,0.013519938640040422,0.013519938640040422,,,0.013611746288477056,0.013611746288477056,0.013519938640040422
regulatory_decision_flag,false,1,46,0.34782608695652173,0.6521739130434783,-0.08512506218738385,-0.041950449598557774,0.2585513107170933,0.038121311018540854,-0.05614126713240681,-0.04108105340342777,0.15188111340397395
regulatory_decision_flag,true,1,21,0.5714285714285714,0.42857142857142855,-0.03204352993744283,0.01152786098920108,0.3712565829904583,0.08101482827640143,0.018098557532411245,0.011594562842176082,0.15033329339292217
trial_phase,phase_3,1,31,0.3870967741935484,0.6129032258064516,-0.07557775282391349,-0.011972377459743439,0.2850069028591785,0.051188750867738456,-0.043248404279465136,-0.011900993710449392,0.1484377674639414
trial_phase,phase_2,1,11,0.36363636363636365,0.6363636363636364,-0.025089015907722015,-0.04009396900657289,0.15013528831385345,0.04526749264808016,-0.014369416564211302,-0.03930084103496345,0.11474398274036295
trial_phase,unknown,1,10,0.5,0.5,-0.14901377510844646,-0.0019075312855230996,0.5585237062150837,0.17662070388384063,-0.03425386411739828,-0.0018156288660304276,0.29427080519122784
trial_phase,phase_2_3,1,7,0.5714285714285714,0.42857142857142855,0.008419440758882884,0.002274804247224125,0.1323169080297648,0.05001109041368044,0.01627807004767288,0.0022773935774398346,0.09436733096965848
trial_phase,pivotal,1,4,0.75,0.25,0.008163851560964726,0.01752183980883032,0.030748182711066285,0.015374091355533142,0.008551879136527385,0.017681472048616698,0.026316297589208622
trial_phase,phase_1_2,1,3,0.0,1.0,-0.12761018846582736,-0.06667028434208694,0.15947113583532344,0.09207070320249937,-0.11252087281894907,-0.06449639932288576,0.12761018846582736
trial_phase,phase_1,1,1,0.0,1.0,-0.18840065185378835,-0.18840065185378835,,,-0.17171721228932246,-0.17171721228932246,0.18840065185378835
all,all,3,67,0.3582089552238806,0.6417910447761194,-0.08283480443601152,-0.026192381290824393,0.3106395227538002,0.0379506578899396,-0.04210002003793743,-0.025852336204297166,0.18472655843773905
binary_catalyst_flag,true,3,47,0.3191489361702128,0.6808510638297872,-0.12235500575963945,-0.04379005569549228,0.34813820982565136,0.050781177016310866,-0.07031403106479747,-0.042845114402786155,0.20869577662315378
binary_catalyst_flag,false,3,20,0.45,0.55,0.010037668674514106,-0.005680548902787793,0.16977907595126202,0.03796375549841216,0.024202905875183665,-0.005663776531444176,0.1283988957020145
biotech_catalyst_event_type,phase_3_readout,3,24,0.375,0.625,-0.09068635174188426,-0.01773302180757041,0.29528471916738136,0.06027474090009267,-0.052670889123266694,-0.01757671110264819,0.18801907589230082
biotech_catalyst_event_type,fda_approval,3,9,0.6666666666666666,0.3333333333333333,0.08282421050571648,0.028006379787402925,0.13593781634986996,0.045312605449956654,0.09546475317417448,0.028402245388186476,0.11412716842102284
biotech_catalyst_event_type,safety_signal,3,9,0.1111111111111111,0.8888888888888888,-0.11156756853262317,-0.10011364266048256,0.12266570905786275,0.04088856968595425,-0.09969089219473223,-0.0952654042529203,0.1287190044934471
biotech_catalyst_event_type,phase_2_readout,3,8,0.125,0.875,-0.07154746160667061,-0.0953695473305711,0.1508315326983551,0.053326999793883674,-0.05915301942454779,-0.0909625927097431,0.13630014000508422
biotech_catalyst_event_type,fda_complete_response_letter,3,5,0.4,0.6,-0.3823965263782103,-0.014608782639698963,0.8517335251728071,0.38090681220038497,-0.11426740833160867,-0.014502592108297963,0.6382032151858816
biotech_catalyst_event_type,breakthrough_designation,3,4,0.5,0.5,0.03275359741949049,0.009765275990687258,0.06637730715925783,0.03318865357962891,0.035033847440110066,0.009952338562229213,0.04462163857252691
biotech_catalyst_event_type,priority_review,3,3,0.6666666666666666,0.3333333333333333,0.01054940804153722,0.018916284737074136,0.10956440756008125,0.06325704019841479,0.014636350232988779,0.019096331128962696,0.0791884576215736
biotech_catalyst_event_type,trial_discontinuation,3,2,0.0,1.0,-0.13361326499610254,-0.13361326499610254,0.005528982132865579,0.003909580759208511,-0.12506494882206354,-0.12506494882206354,0.13361326499610254
biotech_catalyst_event_type,trial_halt,3,1,1.0,0.0,0.09403369616730403,0.09403369616730403,,,0.09859676379384252,0.09859676379384252,0.09403369616730403
biotech_catalyst_event_type,pivotal_trial_readout,3,1,0.0,1.0,-0.12014544730684305,-0.12014544730684305,,,-0.11320855409083685,-0.11320855409083685,0.12014544730684305
biotech_catalyst_event_type,endpoint_failure,3,1,0.0,1.0,-0.4997312410918033,-0.4997312410918033,,,-0.3933063078622474,-0.3933063078622474,0.4997312410918033
clinical_trial_readout_flag,true,3,34,0.29411764705882354,0.7058823529411765,-0.09908025950168331,-0.07167891371005587,0.26591249060402306,0.045603615910310626,-0.06599530459729021,-0.06902456311775595,0.18302163617219233
clinical_trial_readout_flag,false,3,33,0.42424242424242425,0.5757575757575758,-0.06609706285319814,-0.014608782639698963,0.35431122474190496,0.06167766748186327,-0.017480635946483063,-0.014502592108297963,0.1864831450143629
designation_only_flag,false,3,60,0.3333333333333333,0.6666666666666666,-0.09520990851692245,-0.04008526604016429,0.32528414084426366,0.04199400200917403,-0.05007909638335358,-0.03928588697914276,0.19934379146956144
designation_only_flag,true,3,7,0.5714285714285714,0.42857142857142855,0.023237516257510523,0.018916284737074136,0.0796573359230574,0.030107642993477374,0.02629206292277237,0.019096331128962696,0.059435989593546915
event_direction_pre_price,negative,3,27,0.25925925925925924,0.7407407407407407,-0.18993633367533405,-0.09638326698712146,0.406676145885962,0.07826486076675322,-0.1160218174556326,-0.0918841014823969,0.2544425260165483
event_direction_pre_price,positive,3,23,0.4782608695652174,0.5217391304347826,-0.011830828415532008,-0.006840177469040139,0.214988470093708,0.04482819487061647,0.008116708301567768,-0.00681683670378308,0.13429160160326592
event_direction_pre_price,mixed,3,17,0.35294117647058826,0.6470588235294118,-0.008796578495383286,-0.017843135205317655,0.18253057180626445,0.044270166321271606,0.0073649081073066894,-0.01768488906857746,0.14223672800038792
market_cap_bucket,mid_2b_10b,3,28,0.4642857142857143,0.5357142857142857,-0.0061168061111163494,-0.009065787568459523,0.1396081179242649,0.026383454359527412,0.0034494125690484006,-0.009019185386286155,0.1038745603643609
market_cap_bucket,small_300m_2b,3,24,0.25,0.75,-0.1355118554810869,-0.04008526604016429,0.38447304306974545,0.07848023128133139,-0.0700748459557481,-0.03928588697914276,0.2502676771650055
market_cap_bucket,large_gt_10b,3,8,0.375,0.625,-0.033573462795548514,-0.050832099031724004,0.19248854208832317,0.06805497670568274,-0.016304949595676743,-0.048542366736248566,0.1419624307908617
market_cap_bucket,micro_lt_300m,3,6,0.3333333333333333,0.6666666666666666,-0.3084914857870001,-0.13757394213817464,0.5694266397122014,0.2324674522070883,-0.18303869301133532,-0.1285300895960671,0.3865379748950575
market_cap_bucket,unknown,3,1,0.0,1.0,-0.006840177469040139,-0.006840177469040139,,,-0.00681683670378308,-0.00681683670378308,0.006840177469040139
regulatory_decision_flag,false,3,46,0.2608695652173913,0.7391304347826086,-0.09882673421034224,-0.08967090994172908,0.2354615332097428,0.03471690905567575,-0.07157807651979872,-0.0857679589344082,0.1683144977490233
regulatory_decision_flag,true,3,21,0.5714285714285714,0.42857142857142855,-0.04780486302557284,0.02287595569100772,0.43797072362731787,0.09557304729508422,0.022470960827092074,0.023139617028575143,0.22067678661302104
trial_phase,phase_3,3,31,0.3225806451612903,0.6774193548387096,-0.08935909985065923,-0.026192381290824393,0.26501363989271987,0.04759785483414691,-0.057571991794977274,-0.025852336204297166,0.17726898639666014
trial_phase,phase_2,3,11,0.36363636363636365,0.6363636363636364,-0.10403474765537815,-0.08937276795303502,0.38061418309334016,0.1147594941098401,-0.04956947794723236,-0.08549538798363321,0.22637996450578182
trial_phase,unknown,3,10,0.3,0.7,-0.12871539402630172,-0.010974169573414398,0.5221389938516439,0.1651148475759848,-0.02824076866545504,-0.010907639922852042,0.28463989266151096
trial_phase,phase_2_3,3,7,0.7142857142857143,0.2857142857142857,0.047379133007113765,0.03185824146574362,0.13801227089352322,0.05216373523707721,0.057161890713931504,0.03237114751095049,0.11014277191206152
trial_phase,pivotal,3,4,0.5,0.5,-0.0463284739216974,-0.04658741408367473,0.08073871284192065,0.040369356420960324,-0.04293679383286139,-0.043470433314397594,0.06978980618393593
trial_phase,phase_1_2,3,3,0.0,1.0,-0.13980014372456032,-0.04379005569549228,0.1796211797845309,0.10370433650075708,-0.12141288731499493,-0.042845114402786155,0.13980014372456032
trial_phase,phase_1,3,1,0.0,1.0,-0.07520324155948438,-0.07520324155948438,,,-0.0724450505444969,-0.0724450505444969,0.07520324155948438
all,all,10,66,0.4393939393939394,0.5606060606060606,-0.05565877772792429,-0.013421063444696672,0.2727648853146985,0.03357503642019294,-0.020819969702522683,-0.013309861626081831,0.18305180448470232
binary_catalyst_flag,true,10,47,0.40425531914893614,0.5957446808510638,-0.08420617314161818,-0.02231402658761404,0.29858695552211134,0.04355338372861499,-0.04188354182321682,-0.02206691016326401,0.19923619673328777
binary_catalyst_flag,false,10,19,0.5263157894736842,0.47368421052631576,0.014958463558581743,0.014728538055028908,0.18286312794604978,0.04195167869560944,0.03128465606972069,0.01483753744809535,0.14301672892241202
biotech_catalyst_event_type,phase_3_readout,10,23,0.30434782608695654,0.6956521739130435,-0.0946295208136294,-0.0548862090454606,0.2854615754445367,0.05952285313962702,-0.0576743761792057,-0.05340714447011541,0.20127798865048707
biotech_catalyst_event_type,fda_approval,10,9,0.7777777777777778,0.2222222222222222,0.11735474855840017,0.04290246658800757,0.15148985522932812,0.05049661840977604,0.13621275844329742,0.04383608099102698,0.13576034619680158
biotech_catalyst_event_type,safety_signal,10,9,0.3333333333333333,0.6666666666666666,-0.13899569069441842,-0.16664456633314087,0.1377049408341777,0.0459016469447259,-0.1223596035083809,-0.15349956737421955,0.1556578772268591
biotech_catalyst_event_type,phase_2_readout,10,8,0.375,0.625,-0.04516559146368664,-0.05144901144474327,0.1707040313067572,0.06035298905644436,-0.03160055097636118,-0.049864438491976026,0.1286567153316799
biotech_catalyst_event_type,fda_complete_response_letter,10,5,0.4,0.6,-0.16064289005612303,-0.02231402658761404,0.62660195383221,0.28022491272060124,-0.00012299102397621552,-0.02206691016326401,0.4601996857900887
biotech_catalyst_event_type,breakthrough_designation,10,4,0.75,0.25,0.048179437881421976,0.05616243002897589,0.06613516972553835,0.03306758486276917,0.05107057916492813,0.05817343524759244,0.0657295969009129
biotech_catalyst_event_type,priority_review,10,3,0.6666666666666666,0.3333333333333333,0.024936151427218323,0.014728538055028908,0.11523828440912597,0.06653285452455954,0.029816080556331597,0.01483753744809535,0.08150865879423792
biotech_catalyst_event_type,trial_discontinuation,10,2,0.5,0.5,-0.04189945447923177,-0.04189945447923177,0.08121615737588975,0.05742849562240548,-0.0394520192069448,-0.0394520192069448,0.057428495622405484
biotech_catalyst_event_type,trial_halt,10,1,1.0,0.0,0.2776439262085062,0.2776439262085062,,,0.3200160903835667,0.3200160903835667,0.2776439262085062
biotech_catalyst_event_type,pivotal_trial_readout,10,1,0.0,1.0,-0.006813207368094425,-0.006813207368094425,,,-0.006790050092394195,-0.006790050092394195,0.006813207368094425
biotech_catalyst_event_type,endpoint_failure,10,1,0.0,1.0,-0.592250705804546,-0.592250705804546,,,-0.44691893993423437,-0.44691893993423437,0.592250705804546
clinical_trial_readout_flag,false,10,33,0.5757575757575758,0.42424242424242425,-0.016260960801436165,0.014728538055028908,0.27737452607220214,0.04828470732047155,0.01996684998765915,0.01483753744809535,0.17647599155160826
clinical_trial_readout_flag,true,10,33,0.30303030303030304,0.696969696969697,-0.0950565946544124,-0.0548862090454606,0.2664364300073165,0.04638062919687801,-0.061606789392704524,-0.05340714447011541,0.18962761741779646
designation_only_flag,false,10,59,0.4067796610169492,0.5932203389830508,-0.06679670399746349,-0.02231402658761404,0.2854647688855567,0.037164347384603204,-0.028268619638901767,-0.02206691016326401,0.19616906325430492
designation_only_flag,true,10,7,0.7142857142857143,0.2857142857142857,0.03821802940104898,0.02852672757692177,0.08226729797250452,0.03109411592407074,0.041961508332672474,0.028937511473495103,0.07249205199805218
event_direction_pre_price,negative,10,27,0.37037037037037035,0.6296296296296297,-0.1423653766373324,-0.09508509681182174,0.3306594046971899,0.06363543210400133,-0.08641799683736101,-0.09070444697674496,0.23695830417089797
event_direction_pre_price,positive,10,23,0.6086956521739131,0.391304347826087,0.012160750359482633,0.021738849295530983,0.22183364833554226,0.046255513200828775,0.03391371275318129,0.021976859641305246,0.14555110334468732
event_direction_pre_price,mixed,10,16,0.3125,0.6875,-0.006831963693945568,-0.01691569119934161,0.19386832545174906,0.048467081362937266,0.01119703255744256,-0.016723249638815496,0.1459918441530189
market_cap_bucket,mid_2b_10b,10,28,0.42857142857142855,0.5714285714285714,-0.003295044809343923,-0.005918801135284726,0.14875586283251388,0.028112215651262,0.007513387988086837,-0.005900921918017055,0.1055960727973173
market_cap_bucket,small_300m_2b,10,24,0.5,0.5,-0.10432798053141135,-0.02991171412837531,0.35929154485198583,0.0733400794819718,-0.04370286296195103,-0.02894397542993199,0.24777570767772714
market_cap_bucket,large_gt_10b,10,7,0.2857142857142857,0.7142857142857143,-0.025862173400403882,-0.11629191517191019,0.23397072908641822,0.08843262331873274,-0.0015844370120262155,-0.10978468199342362,0.18922941648911115
market_cap_bucket,micro_lt_300m,10,6,0.5,0.5,-0.14353516846428196,-0.12177309354475896,0.3884461847793647,0.1585824908733855,-0.08167360788938678,-0.10629239719009553,0.30306763998954317
market_cap_bucket,unknown,10,1,0.0,1.0,-0.035100318038981844,-0.035100318038981844,,,-0.03449144652559921,-0.03449144652559921,0.035100318038981844
regulatory_decision_flag,false,10,45,0.3333333333333333,0.6666666666666666,-0.09319964050211846,-0.07587984785889774,0.24269803609353108,0.03617928711405553,-0.06429218732366665,-0.07307242779871526,0.17891407082849625
regulatory_decision_flag,true,10,21,0.6666666666666666,0.3333333333333333,0.024785928216777598,0.022295996618502897,0.31976741196530056,0.06977897000529132,0.07233478234278587,0.022546409959778302,0.19191837660514394
trial_phase,phase_3,10,30,0.36666666666666664,0.6333333333333333,-0.08396209665482797,-0.028840472698888755,0.2653825622762379,0.04845200524240501,-0.05148179093575037,-0.028390837392237134,0.18768690011737402
trial_phase,phase_2,10,11,0.5454545454545454,0.45454545454545453,-0.018816584943471715,0.015977118459870966,0.30356050299112297,0.09152693541755573,0.018830691372758855,0.01610543508280604,0.20451164341642086
trial_phase,unknown,10,10,0.4,0.6,-0.06365048043527942,-0.028707172313297943,0.4075720567764772,0.1288856010053132,0.011375676030845439,-0.02827917834443161,0.25189615418211364
trial_phase,phase_2_3,10,7,0.5714285714285714,0.42857142857142855,0.033089711135234574,0.0548629164893348,0.17256965790610287,0.06522519980786279,0.04688871276459616,0.05639579030561759,0.146613811848447
trial_phase,pivotal,10,4,0.75,0.25,0.008156755394305553,0.008850689824892828,0.012631103798036069,0.0063155518990180345,0.008250402966870879,0.008907401159286232,0.011563359078352767
trial_phase,phase_1_2,10,3,0.3333333333333333,0.6666666666666666,-0.1540059442185037,-0.16664456633314087,0.16519372115919637,0.095374639379698,-0.13486824853399826,-0.15349956737421955,0.16543533175976463
trial_phase,phase_1,10,1,0.0,1.0,-0.11336635853553392,-0.11336635853553392,,,-0.10717649332044965,-0.10717649332044965,0.11336635853553392
